AverageMInFile,ExternalRiskEstimate,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,MSinceMostRecentTradeOpen,MSinceOldestTradeOpen,MaxDelq2PublicRecLast12M,MaxDelqEver,NetFractionInstallBurden,NetFractionRevolvingBurden,NumBank2NatlTradesWHighUtilization,NumInqLast6M,NumInqLast6Mexcl7days,NumInstallTradesWBalance,NumRevolvingTradesWBalance,NumSatisfactoryTrades,NumTotalTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,NumTradesOpeninLast12M,PercentInstallTrades,PercentTradesNeverDelq,PercentTradesWBalance,target
78,84,64,15,1,445,7,8,58,7,0,0,0,2,4,27,29,0,0,3,17,100,43,0
85,81,40,7,8,222,7,8,18,44,0,0,0,2,4,39,41,0,0,3,34,100,55,0
102,90,78,7,4,292,7,8,55,0,0,0,0,1,0,13,13,0,0,1,15,100,13,1
77,59,11,-1,8,217,4,6,80,42,3,5,3,4,14,48,29,0,0,2,22,90,70,1
196,64,9,-1,16,278,4,4,54,88,3,0,0,1,16,34,36,2,1,0,17,81,95,1
89,74,51,-1,0,187,6,2,39,20,1,0,0,1,3,35,39,1,1,2,26,97,31,0
115,56,1,0,1,295,4,4,88,66,1,0,0,4,4,22,27,1,1,2,33,81,73,1
74,83,35,0,3,210,7,8,87,11,0,3,3,2,2,24,24,0,0,3,29,100,40,1
109,86,45,-1,6,280,7,8,82,19,0,0,0,3,3,21,21,0,0,1,33,100,60,0
60,89,59,-1,5,122,6,7,97,2,0,3,3,4,1,44,56,0,0,3,79,100,63,0
114,61,1,0,22,183,0,2,61,0,20,0,0,0,1,15,17,1,1,0,18,76,33,1
38,78,55,0,1,195,6,7,95,10,0,6,6,13,4,29,38,0,0,5,51,100,68,0
57,85,72,3,10,136,7,8,72,1,0,1,1,1,2,7,8,0,0,1,14,100,50,1
60,76,13,-1,2,211,6,6,96,13,0,1,1,3,5,28,61,0,0,3,14,90,33,1
82,89,69,25,6,180,7,8,43,0,0,0,0,1,1,27,27,0,0,1,26,100,25,0
65,83,17,0,3,282,6,6,71,0,0,1,1,4,0,22,22,0,0,3,55,95,57,1
77,86,46,2,3,174,6,6,99,2,0,2,2,2,1,22,22,0,0,1,23,95,50,0
66,75,47,0,4,164,7,8,92,53,1,0,0,1,5,19,19,0,0,2,21,100,55,0
152,84,68,0,1,332,7,8,73,3,0,2,2,3,2,33,35,0,0,2,29,100,39,0
91,80,42,-1,11,10,7,8,59,18,1,1,1,0,4,20,1,0,0,1,0,100,33,0
92,84,66,6,7,166,7,8,83,44,0,0,0,2,2,10,10,0,0,1,40,100,80,0
63,65,28,0,53,69,6,2,50,4,0,6,6,0,1,2,3,2,2,0,67,67,100,1
52,61,6,0,2,137,2,4,57,22,0,2,2,1,2,12,15,1,1,1,20,93,67,1
79,82,73,22,2,203,6,7,70,28,1,0,0,2,4,30,50,0,0,2,29,100,39,1
7,60,53,0,2,12,7,8,78,18,20,3,3,0,1,1,3,1,1,1,50,100,100,0
43,73,24,0,5,93,6,6,100,47,1,0,0,2,6,20,20,0,0,2,30,95,60,0
78,63,10,20,11,232,4,6,83,75,5,0,0,2,9,34,36,0,0,2,14,97,65,1
31,60,25,0,7,63,6,2,83,91,1,2,2,2,2,5,6,1,1,1,33,83,100,1
80,43,1,2,15,165,3,3,46,93,7,2,2,0,15,20,28,6,4,0,11,61,100,1
121,91,71,25,4,225,7,8,45,3,0,0,0,1,2,12,28,0,0,2,25,100,60,0
73,68,5,5,13,162,4,6,54,4,0,2,2,0,5,22,22,1,1,0,23,86,42,0
70,56,4,0,26,113,0,2,52,0,20,1,1,1,0,7,13,6,4,0,58,50,50,1
88,61,2,1,9,195,4,6,91,59,2,1,1,2,3,19,20,0,0,1,32,95,67,0
115,72,19,9,33,242,6,5,51,52,1,0,0,1,3,11,14,3,0,0,43,71,100,0
68,64,14,0,18,139,6,3,68,0,0,0,0,2,0,20,25,5,2,0,28,56,18,1
109,76,58,0,7,282,7,8,81,29,1,1,1,4,5,25,25,0,0,2,24,100,67,0
83,83,51,11,9,232,7,8,12,5,0,0,0,2,5,28,53,0,0,1,18,100,41,0
23,54,14,0,6,40,6,6,74,89,20,2,2,3,3,7,7,0,0,1,57,86,100,1
75,56,2,0,7,167,4,6,62,74,2,1,1,2,11,31,33,0,0,1,42,88,93,1
56,61,12,-1,2,124,6,4,39,72,1,1,0,2,2,7,10,2,1,1,40,70,67,0
57,72,64,-1,6,255,7,8,40,69,1,0,0,2,3,24,24,0,0,6,46,100,75,1
117,59,6,-1,6,374,4,6,50,42,4,0,0,7,12,65,67,0,0,5,46,99,69,0
22,56,8,-1,4,457,4,6,82,92,2,1,1,4,5,11,17,0,0,4,55,91,100,1
67,76,11,-1,21,131,3,5,36,5,1,1,1,1,1,15,16,1,0,0,19,81,50,1
91,72,49,0,23,224,6,5,60,48,0,0,0,2,3,23,24,1,0,0,29,96,56,0
123,75,24,2,12,364,6,6,31,1,1,1,1,2,7,43,43,0,0,0,26,98,45,0
64,66,62,0,1,190,6,7,55,34,0,7,7,1,5,7,9,1,1,3,22,78,100,1
43,74,33,14,5,150,6,6,99,23,2,1,1,3,3,22,23,0,0,2,52,96,67,0
70,66,34,0,11,187,6,5,21,37,1,0,0,2,7,19,24,4,1,2,52,78,90,0
80,84,40,1,7,149,7,8,87,2,0,1,1,2,1,18,38,0,0,2,28,100,38,0
58,68,52,-1,3,119,7,8,17,34,2,1,1,2,11,28,38,1,1,4,14,100,65,1
94,73,55,1,9,227,6,8,57,3,1,5,5,2,6,31,31,1,1,1,19,100,57,0
75,77,29,0,17,194,6,2,47,4,0,2,2,2,1,18,19,1,1,0,53,95,60,0
83,81,65,0,6,223,7,8,89,15,1,1,0,3,2,63,63,0,0,3,16,100,40,0
62,63,16,0,7,175,6,6,100,50,0,6,6,3,5,13,14,1,1,2,64,71,100,1
138,66,15,0,4,409,6,6,47,55,1,0,0,0,7,18,20,0,0,2,25,85,80,1
79,75,49,4,10,262,7,8,67,33,0,1,1,4,6,40,41,0,0,2,46,100,77,0
79,75,41,2,2,258,6,2,62,3,0,1,1,2,2,21,24,1,1,4,29,96,45,1
95,75,42,25,7,187,7,8,54,46,1,0,0,3,3,22,24,0,0,2,50,100,67,0
153,91,75,0,18,446,7,8,46,4,0,0,0,0,1,12,12,0,0,0,33,100,20,0
31,73,34,0,2,70,7,8,97,45,0,5,5,2,4,20,21,0,0,4,10,100,55,1
21,54,3,-1,2,50,4,6,82,69,2,1,1,2,4,11,12,0,0,7,42,92,100,0
66,70,25,-1,9,77,6,2,46,35,0,0,0,0,1,5,10,1,1,1,33,83,100,1
75,88,68,0,9,374,7,8,49,1,0,3,1,1,3,23,23,0,0,1,17,100,44,0
81,71,6,1,13,164,4,6,87,4,0,1,1,2,5,28,32,0,0,0,63,81,78,0
87,85,62,-1,1,220,7,8,67,8,0,3,3,3,3,20,18,0,0,3,19,100,50,0
44,59,40,2,12,127,0,6,39,98,6,2,2,2,7,13,15,1,1,0,20,92,100,1
92,62,2,0,6,305,4,5,103,39,2,1,0,3,5,31,33,1,0,2,33,82,62,1
83,71,16,-1,3,200,6,6,62,53,1,0,0,3,7,20,20,0,0,1,25,95,71,1
77,72,5,0,5,232,4,6,85,20,0,0,0,2,2,21,22,0,0,3,32,91,36,1
90,65,20,0,1,221,6,6,67,9,0,4,4,2,3,28,33,2,2,6,48,94,56,1
68,65,29,0,6,130,5,4,56,46,2,1,1,3,8,25,29,3,2,1,43,89,85,0
80,74,44,-1,4,210,7,8,72,87,3,6,4,3,4,10,10,0,0,1,40,100,100,1
102,75,52,7,7,292,7,8,36,31,1,0,0,2,6,22,22,0,0,1,27,100,62,0
40,63,55,0,2,143,6,8,78,68,0,1,1,3,2,6,18,1,1,3,43,100,83,1
94,80,42,0,19,198,7,8,51,25,2,0,0,1,3,16,16,0,0,0,25,100,40,0
13,78,40,0,4,21,7,8,57,7,0,3,3,0,3,11,11,0,0,5,64,100,75,1
21,67,62,0,1,43,7,8,52,52,1,2,2,0,6,9,11,0,0,3,9,100,86,1
71,78,25,-1,6,217,6,6,33,12,0,1,1,3,3,41,24,0,0,2,24,98,32,0
81,68,1,0,2,152,4,6,79,8,0,2,2,5,3,25,28,0,0,2,43,89,100,0
98,90,61,21,2,245,7,8,79,11,0,0,0,2,2,7,8,0,0,1,63,100,80,0
74,67,30,-1,3,112,6,5,45,72,20,5,5,1,12,4,5,1,0,1,100,80,100,1
206,83,72,7,25,157,7,8,61,15,0,0,0,0,2,5,22,0,0,0,0,100,50,0
86,77,21,0,2,157,6,6,63,10,20,0,0,1,1,2,3,0,0,1,67,67,100,1
60,70,4,-1,14,262,4,6,77,1,0,0,0,3,2,17,17,0,0,0,24,88,71,0
48,61,38,0,12,125,6,6,68,47,2,3,3,4,5,30,30,0,0,0,43,97,69,1
50,70,11,3,4,78,4,6,76,48,0,2,2,5,2,23,24,0,0,1,46,96,78,0
18,66,37,0,3,31,7,8,82,53,2,1,1,1,9,10,10,0,0,2,10,100,100,1
52,81,51,15,29,75,6,5,47,8,0,0,0,1,2,12,13,1,0,0,31,92,38,0
26,74,78,0,5,52,7,8,56,45,0,1,1,2,3,16,16,0,0,2,19,100,56,0
43,56,0,-1,10,146,3,5,48,26,0,0,0,1,2,7,0,1,0,1,25,38,57,1
55,70,79,0,5,143,7,8,88,43,2,1,1,3,6,20,20,0,0,2,45,100,100,1
58,76,6,0,9,98,4,6,50,2,1,1,1,3,2,15,16,0,0,1,44,69,75,1
126,74,60,0,4,340,6,6,46,28,2,2,2,1,12,49,51,0,0,4,29,96,74,0
86,62,15,11,5,377,6,2,76,70,4,0,0,4,9,24,26,3,2,2,27,92,68,1
67,62,6,20,1,168,0,2,91,89,1,0,0,2,2,16,20,2,2,1,42,89,83,1
38,56,4,11,6,89,3,5,60,49,1,0,0,4,9,26,27,1,0,2,26,93,94,1
80,87,76,-1,34,215,7,8,51,2,0,1,1,2,1,18,24,0,0,0,33,100,75,0
77,64,60,0,3,223,7,8,48,93,3,6,6,1,6,21,21,0,0,1,10,100,100,0
83,57,3,16,16,188,3,5,95,98,3,0,0,3,3,13,14,1,0,0,29,79,86,1
68,66,5,4,6,193,4,6,72,3,0,1,1,3,4,23,24,0,0,1,21,88,50,1
65,59,48,0,3,154,7,8,74,85,5,2,2,3,8,27,27,0,0,6,37,100,79,1
95,83,69,0,13,227,7,8,33,26,0,0,0,2,2,18,19,0,0,0,37,100,50,0
118,62,1,0,4,208,4,5,66,69,3,1,1,4,6,16,18,1,0,2,33,89,100,0
96,67,23,1,2,209,6,3,89,42,1,4,4,2,2,16,22,3,2,4,50,86,67,1
67,72,50,-1,2,164,7,8,66,55,3,1,1,0,7,38,42,0,0,8,19,100,67,1
81,67,27,0,10,196,6,5,89,38,1,2,2,3,2,21,24,2,0,3,50,71,83,1
74,84,65,-1,3,157,7,8,5,2,0,3,3,3,1,35,35,0,0,3,11,100,44,0
54,81,55,0,8,119,7,8,92,28,0,3,3,2,2,22,25,0,0,3,36,100,67,1
98,77,46,0,10,174,7,8,50,33,0,1,1,2,7,19,21,0,0,2,33,100,75,0
92,80,70,9,8,207,7,8,75,28,1,0,0,3,3,18,18,0,0,1,50,100,60,1
100,79,41,4,6,245,7,8,61,18,0,1,1,4,6,35,37,0,0,1,43,100,71,0
16,52,4,1,4,30,3,5,55,35,1,2,2,1,17,23,24,1,0,7,8,96,78,0
83,46,1,0,15,176,3,5,52,104,2,2,2,1,3,11,14,1,0,0,50,57,100,1
79,82,41,-1,4,148,6,5,19,5,20,0,0,2,1,7,8,1,0,2,38,75,75,1
90,84,53,25,5,217,6,5,37,3,0,0,0,2,3,17,19,1,0,1,47,95,71,0
105,67,4,17,17,427,4,6,47,45,2,0,0,6,5,35,37,0,0,0,51,94,85,1
72,66,51,5,5,252,6,6,72,78,1,1,0,3,6,32,9,0,0,3,59,97,91,1
69,84,39,0,1,246,7,8,13,8,0,2,2,2,4,20,21,0,0,1,33,100,60,1
92,65,12,-1,41,154,6,5,35,46,2,0,0,1,4,10,12,1,0,0,33,73,83,1
23,73,38,0,10,41,7,8,51,17,1,5,5,1,1,7,7,0,0,3,29,100,33,1
183,66,4,0,16,375,3,5,55,24,0,3,3,2,3,21,23,1,0,0,52,83,100,1
20,74,56,0,6,41,7,8,81,18,0,1,1,1,4,9,9,0,0,3,11,100,63,1
87,89,45,25,20,151,7,8,56,9,0,0,0,2,1,14,14,0,0,0,50,100,60,0
121,84,69,-1,2,320,7,8,49,6,1,2,2,2,4,24,25,0,0,2,28,100,50,0
71,64,4,-1,1,165,4,3,57,57,2,3,3,1,4,15,20,1,1,2,33,83,45,1
54,71,62,0,1,127,7,8,100,54,2,5,5,2,4,24,28,0,0,5,46,100,55,0
45,61,10,0,1,83,4,6,58,20,0,2,2,1,3,15,20,0,0,5,26,74,40,1
157,60,3,2,22,319,4,4,63,55,0,2,2,2,7,15,21,3,1,0,19,48,100,0
86,90,74,-1,31,194,7,8,50,5,0,1,1,1,3,11,11,0,0,0,27,100,57,0
72,68,35,3,7,180,6,6,43,48,1,1,1,3,3,24,35,0,0,1,56,92,86,1
55,80,55,2,3,255,7,8,68,2,0,5,5,1,2,23,23,0,0,3,17,100,20,0
62,83,50,25,23,103,7,8,23,5,0,0,0,2,1,11,11,0,0,0,27,100,60,0
116,54,3,0,15,316,2,4,60,28,0,2,2,0,4,16,21,3,1,0,14,57,50,1
79,75,77,22,5,279,7,8,48,61,3,0,0,0,3,16,16,0,0,3,19,100,60,0
92,57,3,1,2,209,4,6,51,22,2,1,1,1,7,34,37,1,1,2,19,92,67,1
91,66,5,1,3,272,4,6,51,20,0,5,5,1,3,27,29,1,1,3,11,89,27,0
98,77,75,-1,6,296,7,8,54,12,2,2,2,1,7,45,45,0,0,1,16,100,36,0
99,56,4,0,10,311,4,6,75,44,1,2,2,2,4,31,36,10,10,2,46,86,64,1
67,82,70,0,2,160,6,6,89,8,0,0,0,3,3,26,30,0,0,3,27,97,50,0
76,65,17,0,8,192,6,6,84,39,4,1,1,3,7,35,35,0,0,2,26,94,53,1
63,71,62,0,2,188,6,6,39,44,5,1,1,4,8,46,47,0,0,7,23,98,50,1
73,67,10,9,7,176,4,4,41,26,1,0,0,1,9,24,19,1,1,3,20,92,65,0
72,73,6,1,2,407,4,6,56,0,0,4,4,1,3,29,59,0,0,2,10,90,31,1
25,78,20,2,2,84,6,5,77,2,0,4,4,1,1,11,13,1,0,1,15,92,20,0
70,72,49,-1,8,88,6,2,55,0,0,0,0,0,0,19,20,2,2,1,10,95,9,0
47,62,59,0,2,80,6,6,113,73,2,0,0,5,5,24,25,0,0,1,48,96,91,1
57,67,12,23,6,125,6,5,48,16,0,1,0,3,3,19,22,2,0,4,19,81,55,0
94,64,3,0,18,283,3,5,86,31,1,2,1,2,10,30,33,2,0,0,33,88,75,1
40,81,77,1,3,98,7,8,81,0,0,4,3,1,0,22,23,0,0,6,17,100,11,1
57,73,77,-1,3,25,7,8,44,56,3,0,0,1,8,19,11,0,0,1,10,100,75,1
91,84,65,0,3,204,7,8,85,70,2,2,2,3,3,22,22,0,0,1,32,100,55,1
90,88,37,1,2,192,7,8,66,9,0,2,2,2,2,17,18,0,0,1,33,100,44,0
36,58,2,0,8,71,4,6,82,93,1,3,3,2,1,9,9,0,0,1,67,78,100,1
142,73,11,0,7,339,4,6,55,7,0,6,4,5,3,34,36,0,0,3,36,83,47,1
86,85,52,-1,2,192,7,8,68,28,0,1,1,3,2,25,29,0,0,2,41,100,63,0
108,89,74,0,4,408,7,8,66,10,0,1,1,2,4,28,30,0,0,2,20,100,55,0
123,75,20,0,75,278,6,6,53,7,20,1,1,0,2,6,6,0,0,0,17,83,75,0
88,63,3,0,9,291,4,6,73,30,1,0,0,2,7,25,25,0,0,2,32,84,82,1
110,84,46,-1,14,224,6,6,38,17,0,2,2,0,1,12,12,0,0,0,25,92,33,1
104,84,55,2,24,249,7,8,20,3,0,3,3,3,1,37,38,0,0,0,30,100,45,0
90,75,18,0,1,407,6,5,57,3,0,1,1,2,8,27,31,1,0,3,16,94,59,0
21,75,64,0,6,61,5,7,54,13,0,1,1,3,5,17,17,0,0,7,29,94,53,1
110,72,53,0,15,261,7,8,56,41,0,0,0,2,3,10,11,1,1,0,30,100,71,0
117,68,5,1,24,237,4,6,100,13,0,1,1,2,10,21,23,0,0,0,14,90,75,0
13,66,36,0,5,28,6,8,95,5,0,1,1,5,1,5,7,1,1,5,71,100,86,0
111,80,35,0,19,225,7,8,76,5,0,2,2,1,3,18,20,0,0,0,55,100,80,1
28,63,30,6,6,141,6,6,56,72,0,0,0,0,2,2,10,0,0,1,0,50,100,1
45,70,11,0,7,118,4,6,52,15,0,0,0,1,1,17,17,0,0,4,35,88,29,0
19,65,77,-1,1,176,7,8,100,38,2,4,4,2,8,18,37,0,0,7,10,100,59,1
51,74,59,0,8,99,7,8,63,15,1,0,0,3,5,16,16,0,0,1,56,100,89,1
131,70,53,25,4,244,5,7,76,78,6,0,0,2,14,34,23,0,0,1,24,97,84,1
118,67,4,2,17,261,4,5,54,40,0,6,6,3,4,27,28,1,0,0,29,93,88,0
42,63,68,0,5,112,6,8,81,79,20,2,2,2,12,3,3,1,1,2,100,100,100,1
67,79,41,4,4,163,6,6,57,16,0,1,1,1,3,33,33,0,0,1,18,97,40,0
84,76,12,10,11,143,6,6,64,11,0,0,0,2,2,18,8,0,0,2,39,94,57,0
40,78,35,0,12,98,6,6,56,0,0,3,2,0,0,10,10,0,0,0,10,90,0,0
66,88,64,-1,38,161,7,8,41,7,0,0,0,0,1,11,12,0,0,0,25,100,33,0
62,59,50,20,2,187,6,5,41,69,3,0,0,1,9,17,20,2,0,4,20,80,85,1
124,78,65,3,3,283,7,8,45,77,16,1,1,3,18,33,37,0,0,1,19,100,92,1
78,71,75,0,7,157,6,8,68,52,0,0,0,3,2,13,14,1,1,1,43,100,83,0
49,80,71,0,3,94,7,8,50,21,0,2,2,1,4,27,28,0,0,1,14,100,45,1
12,65,71,1,5,181,7,8,98,72,20,1,1,3,12,3,5,0,0,2,100,100,100,0
81,70,27,0,5,259,6,6,39,38,3,2,2,2,11,23,22,1,1,1,35,91,81,1
54,65,8,-1,22,79,4,5,59,77,0,1,1,1,4,6,8,1,0,0,38,75,100,1
42,66,32,1,8,185,7,8,86,57,2,5,5,2,4,10,10,0,0,2,50,100,86,1
93,83,40,7,34,284,7,8,50,0,0,0,0,1,0,9,22,0,0,0,33,100,25,1
44,59,5,0,3,102,4,5,101,43,0,1,1,4,5,32,33,1,0,4,39,82,90,1
69,67,42,0,6,172,7,8,87,25,1,2,2,3,6,36,38,0,0,4,31,100,69,0
77,65,4,0,7,184,4,2,80,19,0,2,2,3,1,24,27,2,2,1,46,88,44,0
78,72,72,0,55,115,9,8,53,79,20,0,0,0,14,3,3,0,0,0,100,100,67,1
62,61,1,0,19,138,4,6,61,91,4,2,2,2,4,9,13,0,0,0,31,92,75,0
65,80,36,6,1,150,7,8,55,29,1,0,0,1,3,27,29,0,0,5,17,100,67,0
94,83,56,25,11,140,6,6,77,30,0,0,0,3,3,17,18,0,0,1,76,94,100,0
109,68,6,0,7,318,4,6,60,31,1,0,0,3,8,26,27,1,1,3,19,96,58,0
64,60,0,0,3,121,4,6,77,1,0,0,0,4,1,21,23,1,1,2,57,96,83,0
82,58,21,-1,2,189,6,5,62,49,5,2,0,1,10,41,15,1,0,2,11,85,46,1
131,77,5,10,7,297,4,6,68,8,0,0,0,3,5,29,23,0,0,3,55,97,90,0
93,84,67,0,10,268,7,8,50,1,0,1,1,2,2,15,15,0,0,1,33,100,71,0
94,60,3,0,12,207,4,4,47,89,4,1,1,1,9,20,21,1,1,0,10,81,100,1
87,82,66,10,6,194,6,5,84,2,0,0,0,2,5,33,34,1,0,2,21,97,44,0
84,90,79,0,15,363,7,8,42,1,0,0,0,1,3,37,39,0,0,0,3,100,15,0
67,74,9,-1,2,129,4,6,88,5,0,2,2,2,2,18,19,0,0,2,21,89,44,0
51,75,63,0,2,169,7,8,78,19,0,2,2,4,1,10,13,0,0,3,77,100,100,1
82,72,78,2,2,262,7,8,99,93,4,1,1,3,8,32,34,0,0,5,35,100,92,0
58,61,3,6,6,192,4,6,68,41,0,0,0,4,2,22,23,0,0,4,57,70,60,1
84,63,7,0,1,263,4,2,48,36,3,1,1,3,8,33,35,1,0,3,34,86,59,0
37,70,72,16,7,102,7,8,87,74,1,0,0,3,6,12,12,0,0,1,33,100,100,1
71,68,37,-1,6,160,6,5,46,0,0,0,0,1,0,26,31,2,1,3,45,84,25,1
80,61,12,2,23,161,6,6,58,15,0,2,2,1,1,6,7,1,1,0,43,43,50,1
164,80,36,0,8,342,7,8,90,40,1,1,1,2,4,22,22,0,0,1,36,100,58,0
128,83,59,13,3,280,7,8,70,37,0,0,0,3,5,19,12,0,0,2,45,100,73,0
74,60,4,-1,4,205,4,6,62,32,0,4,4,3,4,32,34,0,0,5,59,88,80,1
75,86,74,1,14,153,7,8,30,1,0,2,2,0,1,11,11,0,0,0,0,100,11,0
56,68,8,3,7,123,4,3,58,27,1,1,1,3,2,11,12,1,1,1,25,83,60,0
50,63,3,0,9,151,4,6,90,52,0,1,1,4,4,29,30,0,0,2,70,97,100,1
67,67,49,0,11,160,7,8,88,76,3,0,0,4,5,23,23,0,0,1,43,100,75,1
40,62,15,0,5,81,6,6,63,79,2,2,2,2,5,17,18,0,0,1,33,89,88,1
88,58,1,2,16,263,4,5,51,20,1,1,1,1,6,21,55,2,0,0,19,69,57,1
102,74,78,3,3,311,7,8,53,15,1,2,2,1,9,39,41,0,0,2,20,100,48,0
54,75,13,4,7,117,6,4,46,0,20,4,2,3,2,13,15,1,1,2,21,86,83,1
219,60,1,0,77,375,0,2,45,31,20,1,0,0,1,6,7,1,1,0,57,86,33,0
103,65,48,-1,10,209,5,2,42,40,0,2,2,0,3,12,23,11,11,2,31,81,50,1
76,69,11,0,8,198,1,3,67,48,20,0,0,3,1,24,27,1,1,1,63,93,80,1
111,64,2,9,4,345,4,6,46,53,1,0,0,1,10,34,34,0,0,3,18,94,69,0
59,57,6,0,4,119,4,6,65,58,4,3,3,1,8,39,39,0,0,3,3,97,36,1
90,67,2,22,20,165,4,6,63,19,1,0,0,1,3,24,24,0,0,0,17,96,27,0
92,69,8,6,23,180,6,6,59,12,1,0,0,2,4,25,29,0,0,0,16,92,70,1
37,63,31,-1,4,173,6,6,99,54,4,0,0,2,9,18,18,0,0,4,22,94,79,1
114,84,25,0,11,362,6,6,89,1,0,3,3,2,2,33,35,0,0,1,40,97,36,1
85,61,66,0,2,254,6,6,73,86,5,3,3,2,9,36,40,0,0,5,38,95,92,1
25,70,73,0,10,67,7,8,101,98,1,0,0,2,1,4,4,0,0,3,75,100,100,1
103,59,41,0,6,361,6,6,85,70,4,5,5,2,9,22,24,0,0,3,17,87,79,1
92,65,53,0,5,266,6,6,40,49,8,1,1,1,16,32,29,0,0,1,6,94,77,0
75,84,47,22,9,292,7,8,71,16,0,0,0,2,5,22,24,0,0,2,13,100,58,0
26,54,1,3,3,126,4,6,76,44,1,2,2,2,4,9,11,1,1,2,36,90,86,1
74,84,55,1,13,80,7,8,42,14,0,2,2,1,2,24,2,0,0,0,21,100,43,0
68,68,16,-1,0,167,6,5,31,25,0,2,2,2,4,30,32,1,0,4,34,88,43,1
95,61,2,0,12,308,4,6,62,81,2,4,3,2,7,30,32,0,0,0,13,91,82,1
80,76,73,0,3,306,7,8,81,69,1,2,2,5,2,22,22,0,0,1,68,100,88,1
49,61,0,1,2,95,4,6,85,36,1,4,4,3,5,21,22,0,0,4,27,95,57,1
102,73,70,0,5,179,7,8,46,65,2,0,0,0,6,34,34,0,0,1,15,100,40,1
163,91,77,25,49,296,7,8,32,2,0,0,0,0,1,14,15,0,0,0,20,100,17,0
17,62,34,0,12,21,7,8,83,120,1,4,3,2,1,4,4,0,0,0,50,100,75,0
111,73,53,0,11,284,7,8,58,74,2,0,0,4,3,15,15,0,0,1,40,100,78,0
52,76,78,0,5,181,7,8,51,46,2,1,1,1,7,29,29,0,0,2,55,100,73,1
83,81,70,-1,6,268,6,4,69,19,1,0,0,1,2,12,15,1,1,4,23,92,33,1
84,75,49,7,10,195,7,8,44,33,1,0,0,0,3,19,19,0,0,1,16,100,75,0
88,65,2,0,13,303,4,5,2,23,1,3,3,3,4,39,47,1,0,0,45,81,58,1
106,67,4,2,10,240,3,5,43,0,0,1,1,0,1,11,13,1,0,1,31,92,40,0
91,61,2,-1,12,178,3,5,20,35,0,0,0,3,6,18,22,2,1,0,20,89,82,0
64,74,13,0,1,191,6,6,86,12,1,3,3,2,2,18,19,0,0,4,42,89,40,1
70,61,20,0,1,272,5,6,65,22,0,9,9,2,3,8,10,1,1,4,22,78,63,1
46,71,25,0,8,175,6,6,49,76,0,1,1,2,2,14,14,0,0,1,57,93,80,1
121,72,4,12,39,211,4,6,45,43,0,0,0,2,3,15,15,0,0,0,41,82,83,1
63,77,29,0,0,275,6,5,56,18,0,2,2,1,4,15,18,1,0,4,22,89,56,1
55,81,38,0,10,119,7,8,90,0,0,3,2,2,0,7,7,0,0,1,57,100,67,0
114,70,4,25,20,204,4,6,47,8,0,0,0,1,2,27,27,0,0,0,19,85,50,0
67,81,63,3,1,170,7,8,98,12,0,1,1,2,3,21,24,0,0,4,25,100,63,0
71,77,6,8,17,156,4,6,84,1,0,0,0,4,2,19,22,0,0,0,32,95,86,1
28,65,40,0,2,44,6,8,66,18,20,2,2,2,2,13,15,2,2,2,86,100,100,1
91,74,35,-1,13,150,6,2,56,36,1,0,0,1,1,13,14,1,1,0,29,93,40,0
120,87,57,0,4,336,7,8,54,3,0,2,2,1,6,35,35,0,0,4,14,100,47,0
85,83,61,-1,3,161,7,8,75,5,0,1,1,2,4,24,8,0,0,1,21,100,50,0
160,80,20,0,27,331,6,6,56,0,0,0,0,2,1,13,13,0,0,0,23,92,43,0
87,88,37,25,62,109,7,8,3,0,0,0,0,1,0,8,8,0,0,0,50,100,50,1
99,75,2,-1,4,177,4,6,100,13,1,0,0,2,6,38,38,0,0,2,32,97,50,1
74,86,63,21,13,153,7,8,57,13,0,0,0,1,1,16,17,0,0,0,41,100,33,0
41,76,53,0,20,62,7,8,46,74,20,0,0,1,12,2,3,0,0,0,100,100,100,1
68,63,25,0,6,153,6,6,74,82,0,0,0,5,3,37,45,1,1,1,89,91,100,1
73,83,40,14,14,183,7,8,54,20,0,0,0,1,3,17,17,0,0,0,35,100,44,0
57,69,6,0,13,114,4,6,58,85,1,0,0,4,2,28,29,0,0,0,55,90,100,0
95,87,66,0,15,272,7,8,59,21,0,0,0,1,3,13,13,0,0,0,31,100,57,0
52,77,69,0,1,124,7,8,95,30,1,4,4,4,1,19,22,0,0,4,45,100,71,1
55,65,9,0,7,338,4,6,78,13,0,2,2,2,2,24,24,0,0,2,33,83,31,0
47,77,12,-1,9,79,6,3,49,4,0,0,0,2,1,12,13,1,1,1,62,92,50,0
92,88,56,-1,5,311,7,8,49,1,0,1,1,1,2,23,16,0,0,2,8,100,25,0
161,71,18,-1,6,63,6,6,56,63,3,1,1,1,3,27,5,0,0,1,14,89,45,0
67,54,3,0,3,111,0,2,55,90,3,4,4,0,4,6,11,4,2,2,0,55,83,1
80,79,10,6,4,340,4,6,56,2,0,0,0,1,2,52,77,0,0,2,13,96,12,1
100,61,11,0,4,288,4,6,76,65,2,3,3,11,6,36,37,0,0,5,51,97,95,1
145,85,75,10,18,269,7,8,70,20,0,0,0,1,5,20,20,0,0,0,25,100,64,1
46,56,4,0,10,127,4,6,75,88,2,1,1,3,5,13,13,0,0,1,54,92,89,1
58,78,9,0,33,79,4,6,49,3,0,0,0,0,1,9,9,0,0,0,33,78,33,1
